name,x,y,z
pea,8.733223,4.226901,-5.9603105
pea_shoot,8.248068,2.1681476,-6.0941424
peach,8.782635,3.036492,-1.3932357
peach_gum,8.253923,1.5751129,-3.0065048
peanut,8.867244,2.7054343,-5.783768
peanut_butter,7.735375,3.1285033,-1.2597513
peanut_oil,9.008237,2.527741,-5.8260527
peanut_sauce,7.288846,2.5456681,-5.6179266
pear,8.638815,3.0921245,-1.6701349
pearl_mushroom,8.300349,1.4746057,-5.261377
pecan,8.052637,3.1684277,-1.3023463
pecorino_cheese,8.453202,5.3884726,-4.9419503
pectin,8.498602,3.1120777,-1.1706444
pennywort,7.0206127,2.0783734,-5.5224323
peperomia_pellucida,7.1323895,2.1465409,-5.548501
pepino_melon,7.910399,1.7019597,-3.421527
peppadew_pepper,8.332282,5.219218,-5.3042965
pepper_jelly,7.505513,5.3900466,-5.3900757
peppercorn_sauce,7.596571,5.561198,-4.857001
peppermint,8.020389,2.7881222,-0.8591591
pepperoncini,8.449136,5.6179934,-5.5443597
pepperoni,8.560192,5.7648425,-5.4472103
perch,6.929252,2.0520308,-5.5569086
perilla,8.351191,2.3559175,-6.339733
perilla_oil,7.917815,2.046545,-5.974522
periwinkle,8.435965,1.4279699,-6.202274
persimmon,8.3334875,3.08916,-1.7741613
pesto,8.627252,5.379998,-5.3612394
petai_bean,6.0597773,2.595656,-5.153789
petis,5.9956512,2.5745041,-5.2012806
pheasant,8.51725,5.176963,-5.202723
phyllo_dough,7.679488,4.3766274,-3.0761044
picada,6.5378227,5.5335584,-5.7756395
pickapeppa_sauce,7.521345,5.450366,-5.7948213
pickle_juice,8.161893,5.728531,-5.9567895
pickle_relish,8.216611,5.767646,-5.905517
pickled_cucumber,8.696121,4.8866715,-5.9688053
pickled_ginger,8.793407,1.815065,-6.071373
pickled_mustard_green,8.779039,1.8498107,-5.7473516
pickled_onion,7.9593554,4.7343054,-4.333341
pickled_radish,8.252467,1.9331868,-5.8754935
pickled_sakura_blossom,7.9584656,1.9941314,-2.0300896
pickled_vegetable,8.724361,1.7527304,-5.7364635
pickling_spice,8.177219,5.2317395,-5.7294126
pie_crust,7.743388,2.940597,-0.843254
pie_filling,8.09274,3.104827,-0.9000926
pigeon,8.394783,1.452014,-4.3479023
pigeon_egg,8.341929,1.5514061,-4.7857385
pigeon_pea,7.1950274,5.3454323,-6.0105987
pike,7.8807025,4.152993,-5.5864797
piloncillo,8.2850065,3.7703233,-2.022027
pimento,8.449024,5.752455,-5.931084
pina_colada_mix,8.591297,3.1324317,-0.64691085
pine_nut,8.187036,4.6267304,-4.321938
pine_pollen,7.7796574,1.7510418,-3.108144
pineapple,8.860536,2.9925435,-1.3425922
pink_pepper,8.258532,4.294385,-2.9192066
pink_sauce,7.8784833,5.482492,-4.8995223
pinto_bean,7.77341,5.774156,-6.228278
pionono,7.6713552,3.6479945,-2.4113786
piquante_sauce,7.844616,6.040725,-5.937186
piquillo_pepper,8.172177,5.1040564,-5.1526384
piri_piri,7.704084,5.6201596,-5.448884
pisco,9.321076,3.4038596,-0.8109042
pistachio,8.293415,3.1824358,-1.6230813
pistachio_oil,8.37572,4.67629,-4.178473
pita_bread,8.28783,5.379196,-5.324671
pizza_crust,8.425797,5.8443274,-5.627941
pizza_sauce,8.462587,5.8777003,-5.6284666
plant_based_cheese,7.615239,4.4872108,-5.0503783
plant_based_cream,8.1368685,3.1225672,-1.3734397
plant_based_ham,8.1729,1.5612212,-6.069777
plant_based_milk,7.0980864,3.173129,-2.0664837
plantain,7.227077,5.55336,-6.2840366
plum,8.454657,3.0117066,-1.7126274
plum_sauce,7.8867645,2.398352,-5.624073
plum_wine,8.198958,1.6525215,-4.9858017
pluot,8.080234,3.621621,-1.1285626
poblano_pepper,7.4240623,5.7750216,-6.2544117
pokeweed,7.5489407,5.3187046,-5.342961
polenta,8.274298,5.483112,-5.2596087
pollock,7.6533456,2.9855,-5.677151
pomegranate,8.779713,3.032904,-1.5365239
pomegranate_molasses,7.856961,4.585617,-3.9919543
pomelo,8.301296,1.8034346,-2.4746523
pomfret,8.696911,1.6400393,-5.9009285
pompano,7.656474,4.8037868,-5.880602
ponzu,7.92846,2.6607456,-6.527678
poolish,7.5175557,2.9490354,-2.0723863
poppy_seed,7.6055636,3.3780015,-2.0411508
porcini_mushroom,8.737913,4.7128124,-4.880734
pork,8.90894,2.7613142,-5.8284974
pork_stock,8.360609,1.8849586,-5.6763268
port_wine,9.019615,3.6674085,-1.3743193
portobello_mushroom,8.566753,5.407954,-5.377653
potato,8.725963,4.415599,-6.082192
poultry_seasoning,8.397761,5.40868,-5.603862
praline,7.882052,3.3255038,-0.9208932
preserved_cabbage,8.065792,1.4678378,-5.6765237
preserved_lemon,7.9852195,3.9036446,-4.6272273
preserved_plum,8.41079,1.6623348,-2.9967582
pretzel,7.8109283,3.1036003,-0.7599703
prickly_pear,7.6293416,2.1142018,-2.4621863
prosciutto,8.669554,5.5930524,-5.3593793
prosecco,9.155565,3.3990586,-0.81966686
provolone_cheese,8.601128,5.7535872,-5.3526087
prune,8.179811,3.6480737,-1.6343966
psyllium_husk,7.300005,2.709616,-1.9992537
pu_erh_tea,8.084922,1.621022,-2.6317496
pudding,7.863772,2.9012249,-0.8151654
puff_pastry,7.926741,2.9130313,-1.8827268
puffer_fish,8.306471,1.0406998,-5.813562
pumpkin,7.938265,2.8776627,-1.9088868
pumpkin_leaf,7.9573097,1.8338927,-4.9181924
pumpkin_pie_spice,7.8521,3.18063,-0.8806848
pumpkin_seed,7.305542,3.1147482,-2.1977553
pumpkin_seed_oil,7.9959283,4.5936933,-4.463606
punch,7.573307,2.776205,-1.1897321
purple_gynura,8.335626,1.34481,-5.7060113
purple_sweet_potato,7.7155037,2.0524848,-2.3291306
purple_yam,7.7845635,1.5564141,-3.4945245
purslane,7.4782367,4.307592,-3.3313682
puzi_leaf,7.7770696,1.6493905,-3.2536035
qingbu_liang,8.132672,1.539015,-4.228708
qingjiang_fish,8.713464,1.3917334,-5.9225984
qingtou_mushroom,8.100772,1.2411889,-5.251755
quail,8.64525,4.2262344,-4.9540873
quail_egg,8.628804,2.211,-5.6796813
quark,7.9644966,3.1961849,-0.99886346
queso_anejo,7.150614,5.926245,-6.265824
queso_blanco,7.3377995,5.9389353,-6.089223
queso_fresco,7.3614182,5.7849784,-6.3158555
quince,7.993398,3.8691976,-2.1056728
quince_paste,8.092392,4.0060763,-1.8173736
quinoa,7.9417076,4.189472,-5.029623
quorn,7.347833,5.4547734,-5.1870184
rabbit,8.855821,4.187221,-5.512101
raclette_cheese,8.19326,5.6253324,-4.9100175
radicchio,8.55993,5.0905285,-5.044091
radish,8.799698,2.7410073,-6.044674
radish_cake,7.737032,1.9771172,-5.9483747
ragi,5.467253,3.999109,-4.7795386
raisin,8.322241,3.1773784,-1.7567635
raita,6.1493225,4.3101463,-4.925859
rakkyo,8.631264,1.4074961,-5.690846
rambutan,8.5689945,2.3412967,-1.7694392
ramen_noodle,8.1093445,2.4015238,-6.336834
ramp,8.647662,5.4548063,-5.309124
ranch_dressing,8.131941,5.881645,-5.885748
rapeseed,8.500535,1.592865,-5.377271
ras_el_hanout,7.8597407,4.5812664,-4.358129
raspberry,8.62055,3.1619766,-1.3578192
ravioli,8.33321,5.565497,-4.9733744
ray,6.0148816,2.556367,-5.207833
razor_clam,8.634673,1.9934136,-5.5763216
red_bean,7.9808717,1.7472676,-3.1673832
red_bean_paste,7.7174115,1.9980503,-2.444546
red_currant,8.465311,3.7689562,-1.6452019
red_curry_paste,7.024677,2.684645,-5.5189238
red_date,8.253898,1.5518993,-3.4634376
red_drum,7.985059,5.341257,-5.91034
red_hots,8.079961,2.9796758,-0.6843281
red_leicester_cheese,7.6262126,5.6267147,-4.920564
red_onion,8.629008,4.7188044,-5.919029
red_pepper,8.545218,4.867749,-5.91781
red_rice,8.107867,1.6530467,-3.4035194
red_snapper,7.7888155,4.6386976,-5.820069
red_wine,8.890402,4.738695,-5.5848346
red_wine_vinegar,8.451789,4.868992,-5.76681
red_yeast,7.710093,2.0131161,-2.4213743
reed_leaf,7.9391317,1.4871962,-4.468925
refried_beans,7.4642434,5.93327,-6.280936
remoulade_sauce,7.859246,5.359019,-5.779182
rhubarb,8.445994,3.4265113,-1.3490716
rice,8.791604,3.5986614,-5.9839706
rice_bran_oil,8.334534,2.3788185,-5.199107
rice_cake,8.571268,2.2231662,-6.0984306
rice_milk,7.1471457,3.1058912,-1.9526229
rice_noodle,7.8864264,2.1542435,-5.7168016
rice_paddy_herb,7.0347047,2.0120726,-5.589856
rice_paper,7.294353,2.2264762,-5.5175567
rice_tofu,8.538835,1.2208099,-5.8607388
rice_vinegar,8.320611,2.6055617,-6.2770524
rice_wine,8.889642,2.419159,-5.855674
ricotta_cheese,8.24302,3.446341,-2.3567994
ricotta_salata,8.3324,5.1598268,-4.790604
robiola_cheese,8.228004,5.5064726,-4.7053447
rock_sugar,8.407211,1.5583142,-3.4683726
rock_tripe,8.416007,1.2568172,-5.5881276
rockfish,7.6441016,4.9254847,-5.706095
rocoto_pepper,6.5077505,5.518836,-5.7630606
romanesco,8.0423155,3.8870142,-4.7552395
romano_cheese,8.651201,5.592615,-5.305975
romesco_sauce,7.331115,5.239468,-5.537868
rompope,7.5528235,3.0646045,-1.3197153
rooibos_tea,7.6560416,3.1743429,-1.4060011
root_beer,8.460955,3.1703,-0.6260862
roquefort_cheese,7.7649956,5.246055,-4.6985397
rose_syrup,7.9646277,2.225722,-1.6334646
rose_wine,9.070073,3.2173924,-0.9568991
rosehip,7.8149805,2.2386737,-1.6580503
rosemary,8.816996,4.804924,-5.587862
rosewater,7.94507,2.1977367,-2.2257123
roti,7.283673,2.795943,-3.430329
rouille,8.1999235,4.788518,-5.34797
roux,7.965451,5.2387967,-6.067261
rowan_berry,7.917324,3.988631,-1.8577547
royal_icing,7.6658244,2.7285695,-1.0292796
rum,8.819866,3.0891836,-1.1409287
rusk,7.598236,3.6046782,-1.3547035
rutabaga,7.6913266,5.383434,-5.073111
ryazhenka,7.6805897,3.8116224,-1.8178307
rye,7.457309,3.0155401,-2.1095061
rye_bread,8.358454,5.741917,-5.7352953
sachima,7.4668474,2.4381866,-1.6921723
safflower,7.7403264,3.8883436,-4.9656954
safflower_oil,7.757078,4.436775,-5.062305
saffron,8.5444145,4.4696536,-5.905602
sage,8.790343,4.8507648,-5.412542
sago,8.075261,1.7717326,-2.463709
sake,8.169427,2.4912083,-6.499872
salad_cream,7.8283362,5.7415757,-5.2552915
salad_dressing,8.134325,5.993485,-5.920497
salad_greens,8.541093,4.813169,-5.363413
salam_leaf,5.990049,2.5906503,-5.158982
salami,8.683018,5.7027707,-5.405522
salep,7.4923143,3.8017175,-1.8733071
salmon,8.273457,3.2255971,-6.147239
salmon_roe,8.016632,2.6917968,-6.407037
salsa,7.6678233,5.968988,-6.3522134
salsa_verde,7.6069255,5.967969,-6.280773
salsify,8.305327,5.0619745,-4.7402864
salt,8.922622,3.2365196,-5.9085755
salt_cod,7.7901387,5.132721,-5.0604677
salt_pork,8.552359,1.8120589,-5.4282455
salted_duck_egg,7.7933064,1.9820844,-3.234786
sambal,6.028559,2.579022,-5.190514
sambal_oelek,7.1903963,2.7182581,-5.609219
sambar_powder,5.5113487,3.924763,-4.7474403
sambuca,8.99418,3.5343895,-0.7611954
sand_ginger,8.822767,1.9642624,-5.417655
sand_worm,8.293914,1.4624507,-4.308412
sangria,8.921117,3.1395423,-0.7693273
sansho_pepper,7.9221435,2.51259,-6.7320995
sanzi,8.627529,1.2085359,-5.4099526
sardine,8.032571,3.7120044,-5.8412046
saskatoon_berry,7.8808393,3.6985826,-1.3624723
sau_fruit,6.9837255,1.9648896,-5.595836
sauerkraut,8.598234,4.960322,-5.5143847
sausage,8.715742,4.481376,-6.2091503
sauternes,8.018604,5.406183,-5.225765
savory,8.456966,4.8973184,-4.5082116
sazon,7.3912516,5.5019,-6.0305905
scad,7.1643558,2.04448,-5.6036906
scallion,8.821719,2.5561056,-5.973933
scallion_oil,8.709196,1.6848202,-5.421066
scallop,8.214404,3.3422744,-6.0324836
scamorza,8.220448,5.693913,-4.9828534
schisandra_berry,8.30956,1.497028,-3.406437
schnapps,9.129599,3.163035,-0.6165043
scotch_bonnet_pepper,7.2281485,5.0754056,-6.077399
sea_bass,8.178496,3.008403,-5.739271
sea_bream,8.467141,1.3982962,-6.1609163
sea_buckthorn,7.7372394,3.7420735,-1.6703382
sea_coconut,8.327468,1.4895786,-3.7672791
sea_cucumber,8.333588,1.5787008,-4.5980163
sea_grape,8.790252,1.2873918,-5.7571425
sea_hare,8.181014,1.1296774,-5.7466974
sea_lettuce,8.391714,1.1237688,-5.8584514
sea_moss,8.560361,1.6137484,-5.3265986
sea_snail,8.408468,1.750774,-5.326073
sea_urchin,8.144544,1.7357574,-5.544576
seafood,8.32269,2.5866413,-5.9206123
seafood_sauce,8.418247,1.8287708,-6.036658
seafood_seasoning,7.6426845,3.030358,-5.688966
seafood_stock,8.131188,4.0579724,-5.906202
seasoning_sauce,8.403817,1.9355365,-5.589021
seaweed,7.9009285,2.2641664,-6.049683
semolina,7.6175437,3.8944006,-2.0721128
senbei,8.278606,1.6493117,-5.5679684
serrano_ham,7.6072865,5.3776455,-5.88705
serrano_pepper,8.134209,4.865898,-6.060018
sesame_oil,8.843553,2.552262,-6.006302
sesame_paste,8.7065,2.110461,-5.511803
sesame_seed,8.836589,2.6722803,-6.035195
sev,5.5105534,3.9846737,-4.730938
shacha_sauce,8.045267,2.018096,-5.6173325
shallot,8.575938,3.841787,-5.8748083
shaobing,8.508872,1.053186,-5.4687557
shaoxing_wine,9.076508,2.4070692,-5.847595
shark,8.295616,1.3700318,-4.725789
shark_fin,8.168552,1.4724575,-4.9719706
shellfish,8.41423,1.843867,-6.0984354
shepherds_purse,8.725177,1.5838091,-5.4583116
sherbet,8.985524,3.1322758,-0.6356796
sherry,8.8816,4.7604394,-5.4588685
sherry_vinegar,8.428871,4.7227287,-5.3309336
shichimi_togarashi,8.050948,2.3415508,-6.546987
shiitake_mushroom,8.793308,2.5202107,-5.8894877
shio_koji,7.851967,1.7448021,-5.7063003
shirasu,7.8867826,2.4739592,-6.785798
shirataki_noodle,7.522137,2.9827569,-6.110518
shochu,7.7319365,2.506698,-6.5391254
shortcake,7.9347286,3.2671974,-0.9012922
shortening,7.810862,2.9987028,-1.1585909
shrimp,8.447737,3.250556,-6.0427485
shrimp_mushroom,8.361231,1.275136,-6.01149
shrimp_paste,6.7086315,2.5495234,-5.358207
sichuan_peppercorn,9.075331,2.2762835,-5.8134246
silkworm_pupa,8.496374,1.0951991,-5.949968
simit,7.501334,4.460067,-3.169147
skate,7.9159265,3.784254,-5.404044
smelt,8.1424885,4.9193068,-3.7996087
smoked_cheese,8.099511,4.9005246,-3.5535004
smoked_meat,8.77483,1.466459,-5.602029
smoked_paprika,8.001895,5.0750136,-5.4733195
smoked_salmon,8.414533,5.2044864,-5.3829255
smoked_salt,7.760833,5.5625253,-5.9950376
snail,8.546479,1.8597546,-6.015904
snail_rice_noodle,8.505361,1.7227933,-5.8048277
snake,8.098213,1.6282555,-4.262454
snake_gourd,5.461402,3.8477283,-4.692002
snakehead_fish,8.490057,1.9466903,-5.849111
snow_fungus,8.290569,1.5417227,-3.2623665
snow_pea,8.040915,2.881619,-5.8813195
snow_vegetable,8.787916,1.7939824,-5.6043925
sobrasada,7.9118676,5.4066215,-4.473531
sofrito,7.3753676,5.3788533,-6.0077705
soju,7.976789,1.7947375,-5.7916703
sole,8.557212,2.1589253,-5.9174438
somen_noodle,7.7450376,2.595495,-6.4079075
soppressata,8.431033,5.716184,-5.0059133
sorghum,7.2059636,2.8513987,-2.2573116
sorghum_syrup,8.076242,3.8401039,-1.5354267
sorrel,8.108355,4.9032464,-3.6459067
sour_bamboo_shoot,8.201642,1.9421713,-5.8887177
sour_broth,8.693241,1.4500535,-5.9684463
sour_cream,7.8601604,3.7881916,-1.9852605
sour_mix,9.087479,3.174017,-0.65020615
soursop,8.578408,2.367095,-1.7314342
southern_comfort,8.823109,3.209984,-0.65686464
soy_milk,7.321153,2.8080456,-2.0944433
soy_protein_isolate,7.2280064,2.8333561,-1.9549836
soy_sauce,8.949144,2.671684,-6.0237875
soy_yogurt,7.0286303,3.2130005,-1.9258506
soybean,8.184714,1.7578796,-3.5213878
soybean_oil,8.580758,1.9093591,-5.1321115
soybean_paste,8.980446,2.0585463,-5.7099414
soybean_sprout,8.705972,1.8345342,-5.778097
spaetzle,8.398436,5.172002,-5.3602576
sparkling_water,8.994949,3.0251088,-1.2159972
sparkling_wine,9.085069,3.1890118,-0.7331663
speck,8.639086,5.0319667,-5.240566
speculoos_cookie,7.806166,3.0333354,-0.7572263
spelt,7.1630063,3.1090064,-2.099627
spice_mix,9.056155,2.3845997,-5.7781515
spinach,8.768752,4.569748,-5.7655525
spirulina,7.109394,2.9130251,-1.8740541
sponge_cake,7.8914557,2.5324807,-1.1389718
sprat,8.133749,4.86622,-3.434563
spring_roll,7.301081,2.6601841,-5.8816943
spring_roll_wrapper,7.782598,2.3008287,-5.686246
sprinkles,7.783378,2.8221564,-1.0310009
squash,8.135386,4.479798,-5.4462643
squash_blossom,7.5285783,1.8779409,-5.5451636
squid,8.338966,2.8702626,-5.9174175
squid_ink,8.168781,2.307553,-5.9323525
squirrel,7.713008,5.350005,-5.6630015
sriracha,7.6105337,4.102235,-5.3915462
ssamjang,7.960987,1.5354106,-6.1039896
star_anise,9.092116,2.3294091,-5.7753167
starch,9.057152,2.3197393,-5.8362217
starfruit,6.849064,2.1863263,-5.254363
steak_sauce,8.219667,5.460292,-6.034149
steamed_bun,7.9732957,1.824841,-5.25052
stevia,7.287247,2.9807487,-2.0028262
stilton_cheese,8.489394,5.1269555,-4.5495934
stinky_mandarin_fish,8.355106,1.0316434,-5.85176
stinky_tofu,8.790361,1.6603087,-5.7495174
stir_fry_sauce,7.6538315,2.3243628,-5.7002907
stout,8.32558,3.8469598,-1.229108
stracchino_cheese,8.306515,5.505489,-4.7031617
straw_mushroom,8.045348,1.8752748,-5.34002
strawberry,8.686009,2.9136693,-1.3432713
strega_liqueur,9.392213,3.443548,-0.7494619
sturgeon,8.840321,1.4790452,-6.0845666
sucuk,7.4997854,4.471604,-3.2027996
suet,8.420194,3.9886491,-1.74768
sugar,8.155964,2.7588522,-1.6352093
sugar_snap_pea,8.04536,3.525976,-5.7124805
sugarcane,8.235166,1.9533924,-2.7925556
sukiyaki_sauce,8.104423,1.8547902,-6.3967357
sulguni_cheese,8.054043,4.867923,-3.3331716
sumac,7.8746815,4.6322236,-3.9923725
summer_sausage,8.007145,5.8900666,-5.6431527
sun_dried_tomato,7.9232845,4.7560368,-3.876668
sunfish,8.296684,1.0003847,-5.7921767
sunflower_oil,5.974072,3.8979325,-4.4139175
sunflower_seed,7.290164,3.1417646,-2.1273274
superior_stock,8.13266,1.5143108,-5.043889
sushi_vinegar,8.008259,2.3280897,-6.4148245
sushki,8.06907,4.865254,-3.3400483
sweet_and_sour_sauce,7.978078,1.9104443,-5.7207556
sweet_bean_sauce,8.9865885,2.005259,-5.708739
sweet_chili_sauce,8.002878,2.5920992,-5.830153
sweet_potato,7.783499,2.0298328,-2.8561306
sweet_potato_leaf,8.529444,1.7944195,-5.6846857
sweet_potato_starch,8.916177,1.965182,-5.6324983
sweet_preserved_mustard_green,8.218981,1.1093236,-5.8766766
sweet_roll,7.5106554,4.973323,-5.1770525
sweet_soy_sauce,6.129403,2.6400657,-5.1382475
sweet_vermouth,9.354222,3.4813879,-0.8343194
sweetbread,8.101327,5.2762623,-4.8823295
swiss_chard,8.215238,4.978382,-5.6328588
swiss_cheese,8.438035,5.840825,-5.672127
swiss_roll,7.8760767,2.37653,-1.3886774
sword_bean,8.451769,1.9815149,-6.1084685
swordfish,7.7059903,4.6405673,-5.822465
syrup,8.790481,3.0464225,-1.4047208
ta_cai,8.380786,1.2491535,-5.4155917
tabasco_pepper,7.57573,5.3729587,-5.3626914
taco_sauce,7.903156,6.033292,-6.136051
taco_seasoning,7.807916,6.037772,-6.19105
taco_shell,7.675127,5.940813,-6.2800226
tahini,7.75304,4.4992933,-3.8064256
tajin,7.199356,5.6955547,-5.789999
taleggio_cheese,8.517494,5.5805645,-4.8304024
tallow,7.532427,3.2925355,-5.952906
tamale,7.4688554,6.0111184,-6.2464156
tamari,7.5957704,4.280512,-5.207478
tamarillo,7.968255,1.2170659,-5.679665
tamarind,6.250552,2.9298868,-5.1547675
tandoori_masala,6.172011,4.326347,-4.922871
tangelo,7.662764,3.5356507,-1.2163085
tangerine,8.707234,2.796149,-1.3747398
tapenade,8.436969,5.5467362,-5.548573
tapioca,8.032185,1.9255502,-2.368304
tapioca_pearl,8.012192,2.007627,-2.0192294
tarako,7.812568,2.4839149,-6.838567
tarhana,7.5142746,4.518517,-3.2547295
taro,8.082202,1.8937567,-3.6176536
taro_stem,7.216547,1.8627936,-5.6446705
tarragon,8.630766,4.7949276,-5.6289015
tartar_sauce,7.807223,5.333919,-5.7690883
tasso,8.014597,5.2901073,-5.9651556
tatsoi,7.635342,2.596846,-6.3335047
tauco,6.038828,2.5895329,-5.1632557
tea,8.350014,2.0648699,-1.9072369
tea_tree_mushroom,8.464793,1.5179708,-4.940166
teff,7.192861,3.14809,-1.8268495
tempeh,6.0727158,2.6320398,-5.1421785
tempura_flour,8.04542,2.4419568,-6.3283935
tenkasu,7.944097,2.4713602,-6.8044677
tequila,9.20197,3.0215046,-1.1734362
teriyaki_sauce,7.7829576,2.847453,-5.766929
termite_mushroom,8.547513,1.5577348,-5.451601
textured_soy_protein,7.5278025,4.563054,-5.2511177
thai_basil,6.3411326,2.5654569,-5.2664485
thai_tea,7.8179035,2.7002313,-1.1289665
thousand_island_dressing,8.026918,2.7076542,-5.33758
thyme,8.7699995,4.867156,-5.7146926
tiger_milk_mushroom,8.265751,1.4919968,-3.92328
tikka_masala,6.176118,4.3247776,-4.9227037
tilapia,7.8805556,3.3815804,-5.8299966
tkemali_sauce,8.018562,4.7666726,-3.2181745
toffee,7.8653955,3.1269164,-0.89639896
tofu,8.8451395,2.4647007,-5.9087
tofu_pudding,8.674913,1.3083934,-5.2457705
tofu_skin,8.70876,2.0101023,-5.4910727
tom_yum_paste,8.108326,1.904839,-6.1125755
tomatillo,7.232126,5.8986373,-6.2631087
tomato,8.640971,4.5723934,-6.0505867
tonguefish,8.642334,1.0755668,-5.788945
tonic_water,9.00367,3.1463683,-0.85808814
tonka_bean,7.5372972,2.7048676,-1.3531961
tonkatsu_sauce,7.92824,2.4069412,-6.7997756
toor_dal,5.561823,3.9998438,-4.797233
topmouth_culter,8.36405,1.2381552,-6.0576663
tortellini,8.50753,5.6509194,-5.4748063
tortilla,7.6419883,5.8827744,-6.3295393
trehalose,7.63713,2.3426204,-1.7049052
triple_sec,9.004251,3.0536926,-0.9430092
trout,8.2326355,4.61981,-5.1773305
truffle_oil,8.578903,5.1453714,-4.910322
tsao_ko,8.937244,1.9336098,-5.2885756
tteokbokki_sauce,7.967424,1.5045319,-6.118454
tulum_cheese,7.498581,4.4603662,-3.178874
tuna,8.696633,4.749094,-5.995879
turbot,8.638157,1.7531587,-6.1231666
turkey,8.519389,5.2836885,-5.674719
turkey_sausage,8.233273,5.4823437,-5.734531
turkey_stock,8.385311,5.306638,-5.479563
turkish_delight,7.6991897,3.7135468,-1.4044065
turmeric,6.010401,3.2360988,-4.9531317
turmeric_leaf,6.0731664,2.5610967,-5.1581287
turnip,7.9463005,5.011919,-4.957881
turnip_green,7.927236,4.994698,-5.658526
turtle,8.415255,1.5097163,-4.8280225
tzatziki,7.596454,4.7580037,-4.870272
udon_noodle,8.250701,2.3346343,-6.262183
umami_sauce,8.635515,1.3426352,-5.4981112
ume,7.3146896,3.5688295,-5.3272095
umeboshi,8.012841,2.2835546,-6.5781713
umeboshi_vinegar,7.535171,4.0630727,-5.160712
unagi_kabayaki,7.954024,2.3284233,-6.4854264
unagi_sauce,7.920334,2.361644,-6.3106613
urad_dal,5.5279603,3.9249408,-4.722895
utskho_suneli,8.033261,4.751136,-3.2081861
vadouvan,7.3904047,4.890451,-5.145246
vanilla,8.00487,2.9184241,-1.3654507
veal,8.831539,4.887157,-5.262193
vegemite,7.5180955,5.636338,-5.4344344
vegeta_seasoning,8.474051,3.812284,-5.859444
vegetable_extract,8.150588,1.4398648,-5.6135135
vegetable_juice,7.7115846,5.620714,-5.835835
vegetable_oil,8.607433,4.425964,-5.8020997
vegetable_puree,7.5673537,3.4536877,-1.7027947
vegetable_stock,8.416432,4.7655635,-5.814809
vegetarian_oyster_sauce,8.4073925,1.989922,-5.359427
velveeta_cheese,8.175353,6.0450087,-5.971442
venison,8.218391,5.3121643,-5.782618
verjuice,8.477295,4.9337626,-4.73752
vermicelli,7.30631,2.673968,-5.7047033
vermouth,9.16286,3.3826983,-1.2624964
viburnum,7.851437,3.9476552,-1.7965031
vienna_sausage,7.653105,5.483563,-5.302978
vietnamese_balm,7.047005,2.1107101,-5.4366307
vietnamese_coriander,7.031156,2.182071,-5.4828887
vietnamese_pork_roll,7.098794,2.1324594,-5.5171266
vin_santo,8.567151,5.008287,-4.3275757
vinaigrette,8.448927,4.716868,-5.1938396
vinegar,8.976178,2.7942536,-6.0092955
violet,8.021991,3.118907,-0.65393305
vodka,9.156467,3.2362196,-1.1671913
wafer,7.6124816,2.783591,-1.0411537
waffle,7.647428,2.9724982,-0.91502005
wakame,8.176034,2.2116888,-6.4004383
walleye,8.417379,5.4004736,-4.946955
walnut,8.25415,3.1062012,-1.813978
walnut_oil,8.299863,4.2699523,-4.860282
wampee,8.425981,1.6950619,-3.4897344
wasabi,8.096588,2.5215144,-6.4605803
water,8.3590145,2.8116248,-1.7726498
water_bamboo,8.517478,1.8414298,-5.6151404
water_celery,8.104169,1.8553722,-5.5940332
water_chestnut,8.421254,1.6740867,-3.5900679
water_lily_flower,7.0009165,2.0195858,-5.555206
water_mimosa,6.992087,2.0498185,-5.554296
water_shield,8.181548,1.3556526,-5.1881013
water_spinach,7.6775117,2.0406857,-5.7413163
watercress,8.153317,4.054357,-5.3480277
watermelon,8.702092,2.4632325,-1.6385727
watermelon_radish,8.264481,2.1367452,-6.271608
wax_apple,8.194168,2.243982,-2.3170152
weipa,8.137745,2.2783475,-6.622076
wheat,7.8054676,1.9286692,-2.8190644
wheat_germ,7.4020896,2.972547,-2.1103044
wheat_gluten,8.654721,2.1136105,-5.4711747
whelk,8.420708,1.4111264,-6.1901097
whey,7.5561275,3.3071504,-2.0852776
whipped_topping,7.9610553,2.8773537,-0.9157179
whiskey,9.090553,3.2749772,-1.181657
white_bean,8.205157,5.15235,-5.8827553
white_chocolate,8.176158,2.79151,-1.1881733
white_pepper,9.041893,2.7128835,-5.9136696
white_soy_sauce,8.146515,2.0410922,-6.305522
white_tea,8.19216,1.6206917,-2.8788924
white_truffle,8.496466,5.30079,-4.9428825
white_vinegar,8.828053,2.933691,-6.0566897
white_wine,8.821213,4.79998,-5.7956624
white_wine_vinegar,8.440054,4.872952,-5.5342116
whitebait,8.057615,1.6941376,-5.284158
whitefish,7.71917,4.6717024,-5.769343
whiting,7.5541515,5.391835,-5.0018806
whole_wheat_flour,7.4951677,2.9982681,-2.0333924
wild_betel_leaf,7.0915604,2.050424,-5.5133023
wild_boar,8.613742,4.830955,-4.729103
wild_garlic,8.054964,4.843753,-3.3987818
wild_ginger,8.620409,1.2449223,-6.0604067
wild_rice,8.196441,4.7845783,-5.124052
wine,9.212783,3.215828,-1.3257483
wine_lees,8.5748005,1.5595615,-5.105954
winged_bean,7.492041,1.9887277,-5.720347
winter_melon,8.351655,1.5833356,-4.3505635
wintergreen,8.092963,3.3895483,-0.97742254
