name,x,y,z
fermented_black_bean,8.891485,2.014683,-5.8069477
fermented_chive_flower_paste,8.5997095,1.0803599,-5.7021523
fermented_fish,7.014107,2.058793,-5.516193
fermented_glutinous_rice,8.432358,1.6255572,-3.9296503
fermented_tofu,8.811496,2.06395,-5.5091553
fermented_vegetable_brine,8.395466,1.2629124,-6.060531
fern,8.766215,1.5256672,-5.786379
feta_cheese,8.554668,5.0358644,-5.5462494
fiddlehead_fern,8.777645,1.645279,-5.737984
fideo,7.14204,5.1858554,-5.5568457
fig,8.360775,3.001608,-1.8472115
file_powder,8.002517,5.311486,-6.0482464
filefish,8.481153,1.2991135,-5.8108397
fines_herbes,8.488285,5.272869,-5.4786344
fish,8.36488,3.151674,-6.0103793
fish_ball,8.34346,1.9799961,-5.903832
fish_cake,8.194701,2.2216396,-5.9840817
fish_floss,7.9409084,2.105337,-5.218531
fish_maw,8.337249,1.513982,-4.346288
fish_mint,8.571458,2.0779207,-5.4891887
fish_noodle,8.109615,1.5004977,-5.610387
fish_oil,7.1657023,2.657253,-5.5696836
fish_paste,8.207216,1.9383559,-5.5813603
fish_roe,8.098292,2.4583285,-6.216292
fish_sauce,8.689189,2.7490432,-5.9568896
fish_sausage,7.973812,1.950228,-6.0687623
fish_skin,8.422934,1.4056674,-5.561797
fish_stock,8.122041,3.9971561,-5.914163
fish_tofu,8.340151,1.8497885,-6.0292883
five_grain_powder,7.5259876,2.0017455,-2.8014576
five_spice_powder,8.876973,2.150317,-5.563233
five_willow_vegetable,8.197457,1.772859,-5.8088646
flageolet_bean,8.313231,5.301813,-4.9626694
flatbread,8.137879,2.8484862,-5.257534
flattened_young_rice,5.5001106,3.955496,-4.688259
flaxseed,7.2616515,3.0514228,-2.1045284
flaxseed_oil,8.090468,2.484135,-4.8946724
flounder,7.9371805,3.4318688,-5.83929
flour,7.891812,3.0472817,-1.7834374
flour_tortilla,7.784443,5.885895,-6.2760954
foie_gras,8.598926,2.7767782,-5.0589104
fondant,7.762731,2.6472406,-1.000086
fontina_cheese,8.545226,5.5740004,-5.165563
food_coloring,7.952523,2.7367158,-0.9377909
fox_nut,8.209476,1.5438,-3.62674
frangipane,8.206668,3.608733,-1.1114088
freekeh,7.8624434,4.7656827,-4.4775424
french_dressing,8.085495,5.956558,-5.890931
fresno_pepper,7.4595337,4.6004114,-5.849926
fried_bread,7.335089,5.892867,-6.201212
fried_dough_twist,8.585815,1.1134181,-5.904684
fried_gluten_ball,8.166227,1.6493565,-5.4329267
fried_puffed_cracker,7.1148834,2.1321573,-5.5373125
fried_tofu_puff,8.5084505,2.2421184,-6.1106057
frisee,8.498947,4.8961067,-4.798905
frog_leg,8.757339,1.7510843,-5.931532
fromage_blanc,8.154015,3.1995776,-2.0151489
frosting,7.907754,2.8875577,-0.9941999
frozen_yogurt,7.94883,3.0920548,-0.8540281
fructose,8.157851,2.1007671,-1.9611843
fruit,8.28698,2.5221508,-1.5850607
fruit_cocktail,8.130935,3.1342504,-0.89719844
fruit_juice,8.761268,2.763821,-1.278572
fruit_preserves,7.820599,3.212967,-0.90486914
fruit_puree,7.6503215,2.6407819,-1.3700341
fruit_tea,8.17958,1.9906973,-1.991891
fruit_vinegar,8.08476,2.465563,-6.1758943
fruitcake,7.5910635,3.392964,-1.1563747
fry_sauce,7.5638905,2.855753,-5.799425
fudge,7.978399,3.0426116,-0.7479445
furikake,7.975598,2.4171247,-6.414128
fuzzy_melon,8.22934,1.5108811,-4.912013
gac_fruit,7.5307784,1.808701,-3.6494691
galangal,6.6039023,2.6090786,-5.2962294
galette,7.962441,3.708807,-1.3324668
galliano,9.09738,3.2474582,-0.7201841
game_meat,8.526313,5.0782523,-5.2007866
game_stock,8.419034,5.0610304,-4.905241
gammon,7.656692,5.6534443,-4.9872627
ganache,7.815619,2.8572958,-0.93783474
garam_masala,6.0683966,2.999065,-5.0453935
gardenia_flower,8.346067,1.5231764,-3.3771198
gardenia_fruit,8.651492,1.5778372,-4.4004793
garland_chrysanthemum,8.332513,2.0737326,-5.710773
garlic,8.699136,3.8747666,-5.9909616
garlic_chive,8.777615,2.1478171,-5.795501
garlic_scape,8.885825,2.0154788,-5.750315
gelatin,8.458256,2.8541043,-1.3706075
geoduck,8.057884,1.5305628,-5.4624324
geranium,8.342215,3.5404522,-1.3520254
ghee,5.926503,3.9077473,-4.4539013
ghost_pepper,8.317774,1.138341,-5.9019523
giardiniera,8.448056,5.8136597,-5.3158045
gin,9.232426,3.2081883,-1.0501082
ginger,8.941625,2.6057396,-5.8984575
ginger_ale,9.059537,3.118533,-0.9155565
ginger_beer,9.281375,3.317024,-0.8769587
ginger_liqueur,9.272169,3.3469415,-0.8726414
ginger_wine,8.132942,1.5443186,-5.0694027
gingerbread,8.15894,3.1429358,-0.6821728
gingerbread_spice,7.8661995,3.2949607,-0.7655526
gingersnap,8.130612,3.3455484,-0.7665187
ginkgo_nut,8.395422,1.5122432,-4.7224936
glass_noodle,8.767332,2.1590629,-5.7739506
gloucester_cheese,7.3831244,5.610379,-5.108268
glucose_syrup,7.855281,2.3719351,-1.3984689
gluten_free_flour,7.259635,3.3433497,-1.9991338
glutinous_rice,7.966995,1.8183758,-3.263446
glutinous_rice_flour,7.7658253,1.9817239,-2.8513837
glycerin,7.5616217,2.7550516,-1.4935606
gnocchi,8.4634495,5.49223,-4.9862466
goat,6.2843347,2.9121552,-5.1691666
goat_cheese,8.451645,5.111493,-5.331924
goat_milk,7.534705,2.4339461,-2.2470777
gochugaru,7.9561853,2.2022111,-6.2068453
gochujang,8.325096,2.2808263,-6.1944284
goda_masala,5.4769273,3.9770973,-4.7495117
goji_berry,8.360906,1.5107886,-3.5475872
golden_ear_mushroom,8.239668,1.543685,-3.0854902
golden_syrup,7.91086,3.3266742,-1.0920777
goldschlager,9.081702,3.3089545,-0.7077955
goose,8.65055,2.6879146,-5.0578146
goose_egg,8.476183,1.459313,-5.3626957
goose_fat,8.616293,1.4210517,-5.393267
gooseberry,8.029049,3.6437378,-1.3450629
gorgonzola_cheese,8.618774,5.3034086,-4.956181
gouda_cheese,8.632809,5.590937,-5.456723
gourami,6.070611,2.604728,-5.141912
graham_cracker,7.879609,2.9488063,-0.83711493
graham_flour,7.7751694,3.5809379,-1.3162385
grains_of_paradise,8.122692,5.318254,-4.2173986
grana_padano,8.237969,5.3635616,-4.731233
grand_marnier,8.675307,3.2125306,-0.9192536
grape,8.769935,2.9846854,-1.3829827
grape_leaf,8.008535,4.6438246,-3.226318
grape_must,7.4669275,4.208337,-2.7439656
grapefruit,8.975019,2.9733136,-1.3577981
grapeseed_oil,8.127673,4.4651666,-5.3266077
grappa,8.572334,3.7370834,-1.0366074
grass_jelly,8.110179,1.7794545,-2.4807642
grasshopper,7.9799504,3.0867136,-0.68300575
gravy,8.161595,5.0425386,-5.071184
greek_seasoning,7.8219113,5.973568,-5.8880267
green_bean,8.730327,4.111952,-6.0564656
green_chili,8.797745,3.79291,-6.0987644
green_curry_paste,7.2781343,2.6166954,-5.626698
green_fish,8.663994,1.3476001,-5.8539615
green_olive,8.736267,5.0578327,-5.801484
green_peppercorn,7.5905476,3.2129955,-5.354485
green_sichuan_peppercorn,8.894875,1.5984567,-5.825236
green_tea,8.210095,1.9478645,-2.176532
green_tomato,6.1242976,2.6812932,-5.1066203
gremolata,7.884775,5.624978,-4.904001
grenadine,9.149025,3.1994033,-0.9936323
grissini,8.382412,5.4885335,-4.7196455
grits,8.022982,5.365016,-5.8918195
ground_ivy,8.5684395,1.2410717,-5.5256667
grouper,8.030034,3.7553906,-5.8598986
grouse,8.0096855,5.4491334,-5.156332
gruyere_cheese,8.604666,5.56742,-5.4445996
guacamole,7.626209,5.958902,-6.267415
guajillo_chile,7.2256317,5.8700604,-6.2704225
guar_gum,7.176263,3.0692194,-1.8831977
guascas,7.2694583,5.6189604,-5.31718
guava,8.97203,2.8380678,-1.3134118
guava_paste,7.750929,5.3512273,-5.598153
guinea_hen,8.6120205,5.009758,-4.765929
guizhou_sour_soup,8.692357,1.4568247,-5.9879646
gulai_seasoning,6.022471,2.5688865,-5.1822586
gulas,7.866338,5.315714,-5.0424595
gullac,7.502105,3.694666,-1.741328
gum_paste,7.7130613,2.6127641,-1.0244923
gypsum,8.531054,1.9800024,-4.8963485
habanero_pepper,7.385233,5.3614855,-6.197328
haddock,7.610575,5.105256,-5.668999
hair_vegetable,8.311624,1.4915516,-4.790916
hairtail,8.537234,1.751127,-5.9432807
hake,7.3903155,4.813665,-5.6259055
halibut,7.692389,4.7404823,-5.8517895
halloumi,7.866824,4.716542,-4.129135
halva,7.609549,3.6354244,-1.5187544
ham,8.795658,4.695892,-6.175604
hanpen,7.915789,2.4480815,-6.785944
hard_cider,9.118778,3.8107252,-1.432956
harissa,7.9422555,4.7625403,-4.6627665
hatch_chile,7.231406,5.7231107,-5.493148
havarti_cheese,8.227427,5.87302,-5.4971523
hawthorn,8.347295,1.5920383,-3.1452253
hazelnut,8.125383,3.2485735,-1.8441931
hazelnut_liqueur,8.179158,3.1290834,-0.7496461
hazelnut_oil,8.512932,4.80727,-4.626057
hearts_of_palm,7.9586,4.8215685,-5.731306
hemp_oil,7.9203553,3.4148433,-4.6703424
hemp_seed,7.107406,2.9358268,-1.9326168
herb,8.568785,4.62281,-5.3067827
herbal_tea,8.425161,2.0793886,-1.9517453
herbes_de_provence,7.9420295,4.274512,-5.215789
herbsaint,9.181911,3.6454515,-1.0113946
herring,8.079106,4.801414,-3.3029351
hibiscus,8.5321245,2.257685,-1.9358163
hickory_nut,7.517989,2.8887494,-1.2623174
hijiki,7.8731785,2.5009587,-6.6552305
hog_plum,7.0133057,2.129244,-5.4558754
hogao,7.2358484,5.545119,-5.906139
hoisin_sauce,7.923879,2.4829612,-5.755141
hokkien_noodle,7.4713216,2.7415853,-5.962239
hollandaise_sauce,8.440796,5.486193,-5.6051097
hominy,7.5794024,5.884996,-6.3197007
honey,8.547029,3.0785348,-1.7215406
honey_citron_tea,8.27444,1.914005,-2.1729307
honey_mushroom,8.096641,4.83596,-3.3942733
honey_mustard,8.173102,5.647188,-5.4401407
honeycomb,7.8569403,3.4884663,-0.7615541
honeydew_melon,8.814216,2.6501746,-1.4640378
honeysuckle_flower,8.274056,1.5048785,-3.4019914
hop,7.5132384,3.4040163,-1.7465532
horse_gram,5.5011535,3.9778073,-4.781166
horse_head_fish,8.3645315,1.390926,-6.0866885
horse_mackerel,7.9932103,1.2557689,-5.7657475
horse_meat,8.176957,1.3402258,-5.5517144
horseradish,8.613444,5.05124,-5.9326086
hot_and_sour_sauce,8.560335,1.4541485,-6.0252094
hot_dog,8.490391,5.37881,-5.973642
hot_pot_base,8.759978,1.9056197,-5.9201035
hot_sauce,8.395672,5.146443,-6.0769687
hpnotiq,9.1292925,3.1642597,-0.6124803
huacatay,6.5529265,5.5240273,-5.7522335
huckleberry,7.8962646,3.62276,-1.259273
huitlacoche,7.1608486,5.940545,-6.196758
hummus,7.854137,4.960531,-4.944143
hunan_chopped_chili,8.483278,1.2092321,-5.8988757
hyacinth_bean,8.204227,1.539862,-3.599229
iberico_ham,8.162401,5.461005,-4.616648
ice,8.912948,2.8077457,-1.2684971
ice_cream,8.34024,2.9959302,-1.1356727
ice_cream_cone,7.794079,2.7258077,-0.8959416
ice_jelly,8.179375,1.7639153,-2.4736261
ice_plant,8.011479,2.4020422,-5.024182
idli,5.4808116,3.9930367,-4.7630453
indian_gooseberry,5.493435,3.9776673,-4.8271136
inulin,7.324546,2.8962085,-1.4790987
irish_cream,8.267374,2.8754423,-0.802099
isomalt,7.6634417,2.4755535,-1.4194056
isot_pepper,7.7130885,4.560863,-3.6215677
italian_dressing,8.392944,5.6986766,-5.813713
italian_sausage,8.253124,5.4611974,-5.3348527
italian_seasoning,8.44186,5.7055635,-5.650181
jackfruit,8.176537,1.844769,-2.4088411
jackfruit_seed,5.5038733,3.8929868,-4.710341
jagermeister,9.092765,3.1546032,-0.5998978
jaggery,5.584572,3.882219,-4.706936
jalapeno,8.335564,4.953379,-6.053446
jam,7.8724055,3.1430743,-1.4310005
jarlsberg_cheese,8.061362,5.790442,-5.1611466
jasmine_flower,8.199623,1.7316605,-2.6929026
jasmine_tea,8.160378,1.8260288,-2.2259247
jellyfish,8.370922,2.043393,-6.0426507
jerk_seasoning,7.529532,4.9620023,-5.9619403
jerusalem_artichoke,8.23603,4.392283,-5.309604
jicama,7.665198,4.822731,-5.9590373
jinhua_ham,8.388227,1.7143346,-4.953552
jobs_tears,8.123655,1.5123572,-3.6096761
juniper_berry,8.569944,4.5740714,-4.724091
junket,7.7548327,3.040768,-1.0507964
kabanos,7.7275424,5.372712,-4.7795696
kadaifi,7.4807887,4.0347576,-2.2605839
kaffir_lime,6.23948,2.5724492,-5.2321534
kaffir_lime_leaf,6.3306065,2.701967,-5.1808324
kale,8.238801,4.9420137,-5.4076242
kangaroo,7.419737,5.558073,-5.069268
kapok_flower,8.285565,1.4412458,-3.4864018
kashkaval_cheese,7.492083,4.453226,-3.1821566
kashmiri_chili,5.579587,3.949636,-4.784838
kasseri_cheese,7.480573,4.4527187,-3.1881933
kaya,7.344464,2.8013241,-1.3714247
kaymak,7.4782057,4.057961,-2.3174772
kefalotyri,7.906997,5.3203597,-4.27466
kefir,7.759086,3.898927,-1.9424509
kelp,8.467403,2.2634654,-6.077141
kencur,6.0323677,2.5851088,-5.1728253
ketchup,8.581104,4.990515,-6.1927605
khmeli_suneli,8.075129,4.842478,-3.3415015
khoya,5.527231,3.955141,-4.725721
kidney,7.541517,5.651599,-6.11073
kidney_bean,7.856975,5.4324813,-6.2096257
kielbasa,8.146399,5.379436,-5.7889433
kimchi,8.147556,2.246891,-6.1148276
kinako,7.669196,1.9224058,-2.6653824
king_oyster_mushroom,8.212447,2.0276756,-5.857092
kirschwasser,8.957513,3.3638902,-1.0205601
kissel,7.6788225,3.712552,-1.5010096
kiwi,8.518496,2.4769921,-1.5566121
kluwek,6.094097,2.665812,-5.109592
kohlrabi,8.588039,1.7607011,-5.972271
koji,7.99318,2.4256458,-6.662717
kokum,5.50999,3.977995,-4.7928824
komatsuna,8.004224,2.3885348,-6.6677375
kombu,8.108347,2.3720648,-6.516637
kombucha,8.469648,2.218693,-1.8050942
konjac,8.594692,1.8276399,-5.7886095
korean_bbq_sauce,8.371793,1.6728553,-6.0172257
korean_rice_wine,7.8659678,1.6977955,-6.0748277
krill,8.585246,1.8718898,-5.34792
kudzu_root,8.200924,1.593169,-3.653001
kumquat,8.321404,1.8462973,-2.43516
kvass,7.8990474,4.2239156,-2.2549148
la_cam_leaf,7.550278,1.7998669,-3.5022938
la_giang_leaf,6.9669094,1.9761118,-5.5789547
labneh,7.495974,4.2751975,-2.8868957
lacon,7.208605,5.2347736,-5.451431
ladyfinger,8.135854,2.647153,-1.0159012
laksa_paste,7.0907884,2.670484,-5.551448
lamb,8.787103,4.010728,-5.9359202
lambs_quarters,8.328735,1.3375653,-5.981117
langoustine,8.092338,3.5938945,-5.9405575
lard,8.924293,2.8675494,-5.823939
lavender,8.519732,3.2995222,-1.419795
lecithin,7.190841,3.0303679,-2.009537
leek,8.989596,2.7433496,-5.877293
lemon,8.919932,3.1797082,-1.604219
lemon_balm,8.582034,3.29752,-1.2165965
lemon_leaf,8.289209,3.4132783,-1.5264068
lemon_pepper,8.316741,5.3965216,-5.9569325
lemon_verbena,8.586744,3.4387033,-1.2908461
lemongrass,6.6733785,2.600582,-5.329395
lentil,8.109792,4.3902097,-5.253035
lettuce,8.689262,3.9264462,-6.184197
liangpi,8.608544,1.1217262,-5.4772525
licorice_root,8.448835,1.4988978,-3.5081155
light_soy_sauce,8.991965,2.2867236,-5.819807
lillet,9.332455,3.3654618,-0.80162203
lily_bulb,8.283991,1.5200106,-3.5483685
lima_bean,8.156293,5.226868,-5.833403
lime,8.972291,3.0085106,-1.5766795
limewater,7.004116,2.5590234,-4.631478
limoncello,9.112363,3.2011797,-0.813901
lingonberry,7.856753,3.8453565,-1.7030754
linguica,7.8292465,5.539871,-5.655984
lions_mane_mushroom,8.293418,1.4555417,-4.4811006
liqueur,8.957285,3.1392868,-1.1629586
liquid_smoke,8.233561,5.423595,-5.995681
liquor,8.697532,3.204416,-1.065589
litsea_cubeba,8.764925,1.490823,-6.0159564
liver,8.533275,4.538031,-4.802419
loach,8.678514,1.6930774,-5.4001727
lobster,8.240315,3.529186,-5.916908
loganberry,8.561665,3.247983,-0.78955144
long_pepper,8.978373,1.5497491,-5.687065
longan,8.279603,1.4993514,-3.4357238
longaniza,7.1542387,5.7990875,-6.1382957
loquat,8.429555,1.7627556,-2.8395045
loquat_leaf,8.370102,1.5572551,-3.4289453
lotus_flower,8.116958,1.4619902,-3.5425348
lotus_leaf,8.411638,1.5679291,-4.3702693
lotus_root,8.90788,2.1759045,-5.8411355
lotus_seed,8.250988,1.5312865,-3.3574255
lovage,8.06508,4.8854446,-3.6422184
lucuma,7.2736845,2.9089215,-1.5765033
luffa,8.391664,2.233002,-5.7008705
luncheon_meat,8.217499,2.0539966,-6.076096
lychee,8.3073225,1.8908185,-2.281698
lye_water,7.786714,1.9741533,-2.9471714
mac_khen,7.194207,2.0399961,-5.637465
mac_mat_fruit,7.13084,2.056631,-5.601659
maca,7.0976086,2.9388916,-1.8852993
macadamia_nut,7.6499085,2.3559809,-1.6714128
mace,8.469032,3.6322572,-1.9866552
mache,8.447043,4.900053,-4.6232557
mackerel,8.48333,2.8791142,-6.018083
madeira_wine,8.6556015,4.84528,-4.767307
maggi_seasoning,8.436312,2.1622431,-5.7061768
mahi_mahi,7.5771723,4.7365236,-5.847671
mahleb,7.4585423,4.2268186,-2.779096
maitake_mushroom,8.041344,2.2708614,-6.4829106
mala_sauce,8.765899,1.7884203,-5.7939734
malabar_spinach,7.4552264,1.9657409,-5.6197796
malanga,7.111515,5.259163,-6.0401425
mallow,8.158229,1.2454516,-6.0390053
malt,7.961473,2.1457448,-2.3284357
malt_vinegar,7.7482805,4.9557114,-5.1924133
maltose,7.8875103,2.0806386,-2.3149502
manchego_cheese,7.447719,5.68109,-5.983753
mandarin_fish,8.785398,1.4984677,-5.774761
mango,8.819097,2.7256784,-1.561638
mangosteen,8.243895,1.9767535,-2.3280945
mantis_shrimp,8.426301,1.8030703,-5.912779
maple_syrup,8.353136,3.1802337,-1.6765224
mapo_tofu_sauce,8.5607815,1.1859502,-5.793029
maraschino_cherry,8.97536,3.1867425,-0.99044955
maraschino_liqueur,9.394435,3.437517,-0.73635316
margarine,7.715372,2.949168,-0.835129
marinara_sauce,8.568543,5.6988487,-5.304775
marjoram,8.616645,4.8826365,-5.4688053
marlin,7.3837733,5.1648583,-5.2927637
marmite,7.5666757,5.577253,-5.2760873
marsala_wine,8.699743,4.8108716,-5.1328216
marshmallow,7.956188,2.8759477,-0.9539561
marzipan,7.7794027,3.2621176,-1.1276559
masa_harina,7.499009,5.5390277,-6.23304
mascarpone_cheese,8.092464,2.9287412,-1.2231436
masoor_dal,5.5330076,3.9390345,-4.724043
mastic,7.7078953,3.6266336,-1.3541934
matambre,7.4419265,5.574021,-5.0901656
matcha_powder,7.710298,2.1737006,-2.1188223
matsoni,8.01442,4.7976694,-3.2012694
matsutake_mushroom,8.379683,1.5998212,-4.854638
matzo,8.600812,3.7942133,-1.5752982
mayonnaise,8.705102,4.8833966,-6.0036955
mead,9.203259,3.50946,-0.93733424
meat,8.9904175,2.827552,-5.862092
meat_extract,8.22765,5.7065988,-5.016078
meat_floss,7.6747713,2.0510354,-2.5643692
meat_stock,7.0600142,5.1967726,-5.5849333
meat_tenderizer,8.833829,1.677789,-6.0326247
mei_kuei_lu_wine,7.551139,1.9429125,-5.327721
melinjo,6.0207863,2.5857105,-5.1827154
melon,8.855208,2.656012,-1.4267082
melon_liqueur,9.037222,3.146715,-0.64506984
melon_seed,7.331936,2.3353617,-2.2944112
mentaiko,8.027173,2.320653,-6.6299324
mentsuyu,7.942598,2.4283042,-6.7181425
merguez,8.056856,5.216732,-4.9537163
meringue,7.8917575,2.5057256,-1.1655667
mesquite,7.334353,5.631586,-6.022525
metaxa,7.706148,5.119737,-4.930044
mettwurst,8.03244,4.996393,-4.9083705
mezcal,9.311903,3.4049623,-0.7786718
microgreen,8.231843,4.835412,-4.6841536
miiuy_croaker,8.231044,1.1327535,-5.8045793
milk,7.9996905,2.9168086,-1.624346
milk_bread,7.5265045,4.520608,-3.2361128
milk_chocolate,8.04674,2.88737,-1.1759611
milk_tea,8.004475,1.8422157,-2.1885138
milk_tofu,7.822922,1.7957222,-2.372409
milkfish,6.0810804,2.5652156,-5.1660986
millet,8.010249,1.759746,-3.2588859
milo,7.5090013,2.8633869,-1.0639738
milt,8.1740055,4.8843055,-3.6022413
mincemeat,7.7987046,3.2645636,-0.86847043
mint,8.912156,2.99427,-1.5929705
mirasol_chile,6.5667706,5.5158224,-5.750167
mirepoix,7.9134593,5.192071,-5.5531363
mirin,8.161028,2.5442104,-6.50968
miso,8.166577,2.4781127,-6.4377203
mitsuba,8.000026,2.3829443,-6.6944065
mixed_grains,8.002336,2.4010096,-4.990358
mixed_herbs,8.634033,4.821159,-5.4892745
mixed_seeds,7.180272,3.1320088,-1.9503967
mixed_sprouts,7.8313127,4.570051,-5.0989785
mixed_vegetable,8.211948,2.4732616,-5.7598243
mizuame,7.982838,3.1909726,-0.7142942
mizuna,7.881407,2.6809893,-6.5680985
mocha,7.827329,3.094339,-0.84431076
mochi,7.6862965,2.0902927,-2.2049277
mojo,7.1650457,5.6336703,-5.9207764
molasses,8.139204,3.367422,-1.8122084
mole,7.2051606,5.8744583,-6.2285295
monk_fruit,8.376817,1.5443616,-3.3263996
monkfish,8.120334,3.882446,-5.828485
montasio_cheese,8.514508,5.515223,-4.8419886
monterey_jack_cheese,7.9092636,5.966979,-6.1465693
montreal_steak_seasoning,7.5696917,5.6632905,-5.435522
mopping_sauce,7.4508195,5.313311,-5.320499
morel_mushroom,8.717956,4.187502,-4.9166837
moringa,5.44943,3.8294232,-4.70934
mortadella,8.499928,5.8689184,-5.3683553
moscatel_wine,8.429895,3.731852,-1.132949
mountain_pepper,8.640968,1.240666,-6.000437
mozzarella_cheese,8.801631,5.384835,-5.811024
msg,8.879995,2.6102695,-5.905921
mudfish,8.115891,1.2495563,-5.5817895
mudskipper,7.012638,1.9098166,-5.5905437
muenster_cheese,8.142997,5.997721,-5.606921
muffin,8.161862,6.056881,-5.3849816
mugwort,8.042598,1.722538,-3.4937208
mulato_chile,7.175735,5.848161,-6.245077
mulberry,8.337392,1.8488203,-2.6915734
mulberry_leaf,7.859,1.5573153,-3.3741777
mullet,7.8173413,4.2117205,-5.8298845
mulling_spice,8.953139,3.2073808,-0.7772776
mung_bean,7.982693,1.8524188,-3.3433063
mung_bean_jelly,8.619104,1.5137206,-5.093169
mung_bean_paste,7.612172,2.117039,-2.3301415
mung_bean_starch,8.676329,1.3548666,-5.3052754
muscovado_sugar,7.9254484,3.3851135,-1.1148413
mushroom,8.806287,4.7199135,-5.899155
mushroom_soy_sauce,7.6775227,2.875529,-5.513686
mushroom_stock,8.546226,4.884472,-4.9941144
mussel,8.136352,3.5728269,-5.9673386
mustard,8.562379,4.887273,-5.860417
mustard_green,8.827288,1.999178,-5.6903076
mustard_oil,5.5380516,3.9383466,-4.76205
mustard_root,8.436467,1.1959373,-5.7296653
mustard_seed,5.7516594,3.812542,-4.6771264
mutton,6.105937,2.8848825,-5.0924635
myoga,8.185827,1.634136,-5.7277184
myzithra_cheese,8.040096,5.378816,-4.38909
naan,6.3078985,4.4442506,-4.974539
nameko_mushroom,8.112717,1.5240148,-5.5479507
nanohana,7.875345,2.4711556,-6.8015466
napa_cabbage,8.513985,2.271364,-6.014647
narsharab,8.029625,4.7839293,-3.243136
nasturtium,8.306247,4.3046646,-4.2124634
natto,8.030071,2.2395384,-6.610701
navy_bean,7.4926496,5.4672656,-5.2389007
nduja,7.8447056,5.664144,-4.9268994
nectar,7.525878,3.1311674,-1.7322303
nectarine,8.596734,3.2949543,-1.236141
needlefish,8.155304,1.0703171,-5.9675403
nerikiri,7.5807524,2.2538455,-2.23797
nettle,8.0439825,4.854449,-3.2696912
neufchatel_cheese,8.047591,6.0705266,-5.304655
new_mexico_chile,7.2370214,5.6834426,-6.0365715
nigari,8.440424,2.1627095,-4.8768926
nigella_seed,7.449687,4.3956094,-3.1901627
noodle,8.5959635,2.4864278,-6.05575
nopal,7.2247434,5.8898225,-6.257007
nora_chile,7.285399,5.086473,-5.5479155
nori,8.305535,2.4667702,-6.3037944
nougat,7.750263,3.1809344,-0.9674752
nut,8.134475,3.0582633,-1.4934559
nut_butter,7.1278367,2.9826674,-1.8761345
nut_oil,7.077115,3.1099255,-2.3026094
nutmeg,8.423682,3.424335,-1.9794548
nutritional_yeast,7.7550898,4.384433,-5.019568
oat,7.5667806,3.1429496,-1.9914278
oat_milk,7.2553916,2.876794,-1.9353966
oaxaca_cheese,7.2022514,5.910699,-6.183583
octopus,8.0902815,2.4152367,-6.1304946
offal,8.798693,1.9687178,-5.5973854
oil,8.93836,2.896353,-5.9129095
okara_powder,8.364305,2.0836976,-4.9132133
okonomiyaki_sauce,7.9468803,2.4235916,-6.8172274
okra,7.8808126,2.1786287,-5.3442607
olive,8.715771,5.030944,-5.81997
olive_oil,8.679995,4.704696,-5.907253
olluco,6.6312475,5.5313253,-5.7948365
onion,8.667328,4.586649,-6.095479
oolong_tea,8.074893,1.7162133,-2.3560407
orange,8.840576,3.1436112,-1.462691
orange_blossom_water,8.439133,3.2383423,-1.5455376
orange_liqueur,9.068618,3.1794484,-0.9318974
orange_roughy,7.743102,5.0515146,-5.7101774
oregano,8.615355,4.7952557,-6.0702076
orgeat,9.414391,3.3993769,-0.74512064
orris_root,8.453423,3.521563,-1.4736236
osmanthus_flower,8.222583,1.6836947,-2.785358
osmanthus_wine,7.887492,1.7116747,-3.0373306
ouzo,8.987894,3.5347908,-0.77616614
oyster,8.212831,3.2969244,-6.026608
oyster_mushroom,8.4224415,2.1076896,-5.992118
oyster_sauce,8.990702,2.3217852,-5.7996287
pacific_saury,8.466061,2.1622531,-6.254014
padron_pepper,7.413898,5.160711,-5.166487
paederia_foetida,7.824261,1.6398646,-3.235604
pagoda_tree_flower,8.604747,1.7960764,-5.0558743
palm_oil,7.037807,3.1200316,-2.4860384
palm_seed,8.165921,1.9128497,-2.2605228
palm_sugar,6.290986,2.738418,-4.976299
pan_drippings,8.034719,5.4718914,-5.375815
panang_curry_paste,7.2046742,2.7204075,-5.8140216
pancake,7.6398425,3.4313521,-1.8450947
pancetta,8.573683,5.275161,-5.070948
panch_phoran,5.5229206,3.9507096,-4.7685714
pandan_leaf,8.044899,1.8611237,-2.5330234
paneer,5.646872,3.877638,-4.8182235
panela_cheese,7.226358,5.9113536,-6.2524114
panettone,8.316834,3.5529375,-0.86916876
pangasius,8.096212,4.850781,-3.4223566
papad,6.072879,4.2534957,-4.88094
papaya,8.468813,1.8920754,-2.6290112
papaya_leaf,6.0133843,2.5794997,-5.1954484
paprika,8.585688,4.823068,-5.9716196
paratha,7.2848916,2.7841923,-3.4518845
parmesan_cheese,8.852863,4.8541307,-5.7852726
parsley,8.73611,4.8754463,-5.813816
parsley_root,8.468521,4.923825,-4.6031675
parsnip,8.146797,4.754447,-5.147004
partridge,8.276905,1.5076126,-4.4301653
pasilla_chile,7.2245216,5.892305,-6.1972194
passion_fruit,8.81693,2.5985713,-1.5244168
pasta,8.85438,4.849637,-5.897952
pasta_sauce,8.578167,5.7638583,-5.4242907
pastila,7.669647,3.753601,-1.449127
pastis,9.108655,3.6073127,-1.2331554
pastrami,7.6018705,4.565334,-3.3560274
pastry,7.9590836,2.99619,-1.8347263
pate,8.278602,4.7672024,-3.4892805
